def(MCH_WRITE_DUMP),
def(FEAT_GUI_W32),
!def(PROTO),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(PROTO),
def(WSDEBUG_SENSE),
def(INET_SOCKETS),
def(JUMPLIST_ROTATE),
def(WSDEBUG),
def(FEAT_GUI_GTK),
def(DEBUG),
def(FEAT_SUN_WORKSHOP),
True,
def(LESSTIF_VERSION),
def(FEAT_GUI),
!def(NO_CONSOLE),
!def(FEAT_GUI_W32),
def(FEAT_TOOLBAR),
def(FEAT_BEVAL),
def(WSDEBUG_TRACE),
!def(FEAT_GUI_GTK),
!def(INET_SOCKETS),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(FEAT_TERMRESPONSE),
def(__BORLANDC__),
def(NBDEBUG),
