def(FEAT_BEVAL),
def(WSDEBUG_TRACE),
def(WSDEBUG),
def(MCH_WRITE_DUMP),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_SUN_WORKSHOP),
def(FEAT_GUI),
def(DEBUG),
True,
!def(INET_SOCKETS),
def(FEAT_GUI_W32),
def(WSDEBUG_SENSE),
def(JUMPLIST_ROTATE),
def(FEAT_TOOLBAR),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(PROTO),
!def(FEAT_GUI_W32),
!def(PROTO),
!def(FEAT_GUI_GTK),
def(NBDEBUG),
!def(FEAT_BEVAL),
def(FEAT_GUI_GTK),
def(LESSTIF_VERSION),
def(FEAT_TERMRESPONSE),
!def(NO_CONSOLE),
def(INET_SOCKETS),
def(__BORLANDC__),
