!def(FEAT_GUI_W32),
def(FEAT_BEVAL),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
def(JUMPLIST_ROTATE),
True,
def(FEAT_RIGHTLEFT),
def(FEAT_MBYTE),
def(INET_SOCKETS),
def(FEAT_SUN_WORKSHOP),
!def(PROTO),
def(FEAT_TOOLBAR),
def(FEAT_GUI),
!def(FEAT_GUI_GTK),
!def(INET_SOCKETS),
def(FEAT_GUI_GTK),
def(FEAT_FKMAP),
!def(NO_CONSOLE),
def(FEAT_GUI_W32),
def(MCH_WRITE_DUMP),
def(NBDEBUG),
def(__BORLANDC__),
def(FEAT_TERMRESPONSE),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(WSDEBUG_SENSE),
!def(FEAT_BEVAL),
def(WSDEBUG),
def(WSDEBUG_TRACE),
def(PROTO),
def(LESSTIF_VERSION),
def(DEBUG),
