def(MCH_WRITE_DUMP),
def(WSDEBUG_SENSE),
def(FEAT_GUI),
def(FEAT_GUI_GTK),
def(DEBUG),
def(JUMPLIST_ROTATE),
!def(NO_CONSOLE),
def(FEAT_MBYTE),
def(FEAT_CLIPBOARD),
def(FEAT_TERMRESPONSE),
def(LESSTIF_VERSION),
(def(NBDEBUG)&!def(USE_NB_ERRORHANDLER)),
True,
def(FEAT_BEVAL),
def(NBDEBUG),
def(FEAT_TOOLBAR),
def(INET_SOCKETS),
!def(PROTO),
(def(WSDEBUG)&!def(USE_WS_ERRORHANDLER)),
def(FEAT_SUN_WORKSHOP),
def(PROTO),
!def(FEAT_GUI_W32),
def(WSDEBUG_TRACE),
!def(FEAT_GUI_GTK),
!def(INET_SOCKETS),
def(__BORLANDC__),
def(WSDEBUG),
def(FEAT_GUI_W32),
