Date, Evolution, Variabilities, TotalDependencies, DependenciesDeleted, DependenciesAdditions, DependenciesPreserved, DependenciesChanged
--,1,17,16,0,16,0,0
23-11-2000 10:31:32,2,17,16,0,0,16,0
24-11-2000 08:24:33,3,17,16,0,0,16,0
24-11-2000 09:17:10,4,17,16,0,0,16,0
24-11-2000 09:29:17,5,17,16,0,0,16,0
24-11-2000 09:36:24,6,17,16,0,0,16,0
24-11-2000 10:11:42,7,17,16,0,0,16,0
24-11-2000 10:12:51,8,17,16,0,0,16,0
24-11-2000 10:20:41,9,17,16,0,0,16,0
24-11-2000 10:23:04,10,17,16,0,0,16,0
24-11-2000 10:23:43,11,17,16,0,0,16,0
24-11-2000 11:55:23,12,17,16,0,0,16,0
25-11-2000 12:29:06,13,17,16,0,0,16,0
27-11-2000 07:19:26,14,17,16,0,0,16,0
27-11-2000 07:20:03,15,17,16,0,0,16,1
27-11-2000 07:26:42,16,17,16,0,0,16,0
27-11-2000 07:48:11,17,17,16,0,0,16,0
27-11-2000 07:54:22,18,17,16,0,0,16,0
27-11-2000 08:28:45,19,17,16,0,0,16,0
28-11-2000 09:18:03,20,17,16,0,0,16,0
28-11-2000 09:20:48,21,17,16,0,0,16,0
29-11-2000 08:13:02,22,17,16,0,0,16,0
29-11-2000 08:26:08,23,16,15,1,0,15,0
29-11-2000 10:00:53,24,16,15,0,0,15,0
30-11-2000 10:22:41,25,16,15,0,0,15,0
01-12-2000 11:13:16,26,16,15,0,0,15,0
07-04-2001 08:05:07,27,16,15,0,0,15,0
07-08-2001 04:51:05,28,16,15,0,0,15,0
07-08-2001 05:59:13,29,16,15,0,0,15,0
07-08-2001 06:02:25,30,16,15,0,0,15,0
07-08-2001 06:23:50,31,16,15,0,0,15,0
07-08-2001 06:26:06,32,16,15,0,0,15,0
07-08-2001 06:35:59,33,16,15,0,0,15,0
07-08-2001 06:41:11,34,16,15,0,0,15,0
07-08-2001 08:08:15,35,16,15,0,0,15,0
07-08-2001 08:53:19,36,16,15,0,0,15,0
08-08-2001 07:45:14,37,16,15,0,0,15,0
09-08-2001 04:06:17,38,16,15,0,0,15,0
09-08-2001 05:25:43,39,16,15,0,0,15,0
10-08-2001 08:28:39,40,16,15,0,0,15,0
10-08-2001 09:32:24,41,16,15,0,0,15,0
13-08-2001 07:37:43,42,16,15,0,0,15,0
13-08-2001 09:19:07,43,16,15,0,0,15,0
13-08-2001 10:26:11,44,16,15,0,0,15,0
13-08-2001 10:39:28,45,16,15,0,0,15,0
13-08-2001 10:43:34,46,16,15,0,0,15,0
15-08-2001 07:47:11,47,16,15,0,0,15,0
15-08-2001 07:47:40,48,16,15,0,0,15,0
16-08-2001 06:21:30,49,16,15,0,0,15,0
17-08-2001 07:40:46,50,16,15,0,0,15,0
17-08-2001 07:48:15,51,16,15,0,0,15,0
17-08-2001 07:48:28,52,16,15,0,0,15,0
17-08-2001 07:50:14,53,16,15,0,0,15,0
17-08-2001 07:51:12,54,16,15,0,0,15,0
17-08-2001 07:51:45,55,16,15,0,0,15,0
17-08-2001 07:51:58,56,16,15,0,0,15,0
17-08-2001 07:58:27,57,16,15,0,0,15,0
17-08-2001 08:05:50,58,16,15,0,0,15,0
17-08-2001 08:06:17,59,16,15,0,0,15,0
17-08-2001 08:13:26,60,16,15,0,0,15,0
17-08-2001 08:55:56,61,16,15,0,0,15,0
17-08-2001 08:57:22,62,16,15,0,0,15,0
17-08-2001 09:00:17,63,16,15,0,0,15,0
17-08-2001 09:02:15,64,16,15,0,0,15,0
17-08-2001 09:41:35,65,16,15,0,0,15,0
17-08-2001 10:12:27,66,16,15,0,0,15,0
17-08-2001 10:41:16,67,16,15,0,0,15,0
17-08-2001 11:06:28,68,16,15,0,0,15,0
17-08-2001 11:09:15,69,16,15,0,0,15,0
17-08-2001 01:29:48,70,15,13,2,0,13,0
17-08-2001 06:16:17,71,15,13,0,0,13,0
17-08-2001 06:40:11,72,15,13,0,0,13,0
17-08-2001 07:17:25,73,15,13,0,0,13,0
19-08-2001 06:27:10,74,15,13,0,0,13,0
19-08-2001 06:53:56,75,15,14,0,1,13,3
20-08-2001 11:43:00,76,15,14,0,0,14,1
20-08-2001 11:44:26,77,15,14,0,0,14,1
20-08-2001 11:52:50,78,15,14,0,0,14,1
20-08-2001 12:09:03,79,15,14,0,0,14,1
20-08-2001 01:03:32,80,15,14,0,0,14,1
20-08-2001 02:34:13,81,15,14,0,0,14,1
20-08-2001 03:42:38,82,12,11,4,1,10,3
20-08-2001 04:25:25,83,12,11,0,0,11,1
27-08-2001 03:49:30,84,12,11,0,0,11,1
27-08-2001 03:52:50,85,12,11,0,0,11,1
27-08-2001 04:02:19,86,12,11,0,0,11,1
27-08-2001 04:03:00,87,12,11,0,0,11,1
27-08-2001 04:03:20,88,12,11,0,0,11,1
27-08-2001 04:03:36,89,12,11,0,0,11,1
27-08-2001 04:03:52,90,12,11,0,0,11,1
27-08-2001 04:32:37,91,12,11,0,0,11,1
27-08-2001 04:36:35,92,12,11,0,0,11,1
27-08-2001 11:06:14,93,12,11,0,0,11,1
28-08-2001 05:20:54,94,12,11,0,0,11,1
29-08-2001 09:13:19,95,12,11,0,0,11,1
29-08-2001 09:13:45,96,12,11,0,0,11,1
29-08-2001 09:14:02,97,12,11,0,0,11,1
29-08-2001 09:14:21,98,12,11,0,0,11,1
29-08-2001 09:14:36,99,12,11,0,0,11,1
29-08-2001 03:59:09,100,12,11,0,0,11,1
29-08-2001 04:06:51,101,12,11,0,0,11,1
30-08-2001 08:13:42,102,12,11,0,0,11,1
30-08-2001 05:57:00,103,12,11,0,0,11,1
31-08-2001 11:22:10,104,12,11,0,0,11,1
01-09-2001 06:31:19,105,12,11,0,0,11,1
01-09-2001 12:10:40,106,12,11,0,0,11,1
01-09-2001 04:05:27,107,12,11,0,0,11,2
02-09-2001 05:05:14,108,12,11,0,0,11,1
03-09-2001 11:05:12,109,12,11,0,0,11,1
03-09-2001 11:05:30,110,12,11,0,0,11,1
03-09-2001 11:06:24,111,12,11,0,0,11,1
03-09-2001 06:58:35,112,12,11,0,0,11,1
03-09-2001 08:15:33,113,14,11,0,0,11,2
05-09-2001 03:24:58,114,14,11,0,0,11,1
05-09-2001 03:27:00,115,14,11,0,0,11,1
05-09-2001 03:28:49,116,14,11,0,0,11,1
05-09-2001 03:49:45,117,14,11,0,0,11,2
05-09-2001 03:50:36,118,14,11,0,0,11,1
05-09-2001 03:51:41,119,14,11,0,0,11,1
05-09-2001 03:51:59,120,14,11,0,0,11,1
05-09-2001 04:15:38,121,14,11,0,0,11,1
05-09-2001 05:06:49,122,14,11,0,0,11,1
05-09-2001 01:43:37,123,14,11,0,0,11,1
06-09-2001 04:13:12,124,14,11,0,0,11,1
07-09-2001 06:46:33,125,14,11,0,0,11,2
07-09-2001 06:49:59,126,14,11,0,0,11,1
07-09-2001 07:36:41,127,14,11,0,0,11,1
07-09-2001 07:42:24,128,14,11,0,0,11,1
07-09-2001 07:47:28,129,14,11,0,0,11,1
07-09-2001 09:40:47,130,14,11,0,0,11,1
07-09-2001 09:56:34,131,14,11,0,0,11,2
07-09-2001 10:13:17,132,14,11,0,0,11,1
07-09-2001 10:36:47,133,11,6,5,0,6,2
17-09-2001 09:07:09,134,11,6,0,0,6,1
19-09-2001 11:48:05,135,11,4,2,0,4,0
20-09-2001 03:49:23,136,11,4,0,0,4,0
20-09-2001 04:37:27,137,11,4,0,0,4,0
20-09-2001 04:49:30,138,11,4,0,0,4,0
20-09-2001 06:01:34,139,12,4,0,0,4,0
20-09-2001 08:13:29,140,12,4,0,0,4,0
22-09-2001 12:14:36,141,12,4,0,0,4,0
22-09-2001 12:16:02,142,12,4,0,0,4,0
22-09-2001 12:57:09,143,12,4,0,0,4,0
27-09-2001 05:28:07,144,12,4,0,0,4,0
27-09-2001 05:59:55,145,12,4,0,0,4,0
27-09-2001 06:03:49,146,12,4,0,0,4,0
28-09-2001 10:02:54,147,12,4,0,0,4,0
30-09-2001 07:55:18,148,12,4,0,0,4,0
30-09-2001 10:23:27,149,12,4,0,0,4,0
30-09-2001 10:43:37,150,15,15,2,13,2,0
30-09-2001 06:26:57,151,14,13,2,0,13,0
01-10-2001 03:23:58,152,14,13,0,0,13,0
01-10-2001 03:38:48,153,14,13,0,0,13,0
01-10-2001 03:56:20,154,14,13,0,0,13,0
01-10-2001 03:57:00,155,14,13,0,0,13,0
04-10-2001 03:47:29,156,14,13,0,0,13,0
04-10-2001 03:47:45,157,14,13,0,0,13,0
04-10-2001 03:48:51,158,14,13,0,0,13,0
04-10-2001 04:03:18,159,14,13,0,0,13,0
04-10-2001 04:10:48,160,14,13,0,0,13,0
04-10-2001 05:14:37,161,14,13,0,0,13,0
04-10-2001 06:14:20,162,14,13,0,0,13,0
05-10-2001 03:50:26,163,14,13,0,0,13,0
05-10-2001 03:53:07,164,14,13,0,0,13,0
05-10-2001 02:42:58,165,14,13,0,0,13,0
07-10-2001 08:39:49,166,14,13,0,0,13,0
07-10-2001 12:33:08,167,14,13,0,0,13,0
11-10-2001 05:09:15,168,14,13,0,0,13,0
12-10-2001 03:57:29,169,15,13,0,0,13,0
12-10-2001 04:15:14,170,15,13,0,0,13,0
12-10-2001 04:29:15,171,15,13,0,0,13,0
13-10-2001 02:28:10,172,15,13,0,0,13,0
13-10-2001 04:54:17,173,15,13,0,0,13,0
13-10-2001 04:54:53,174,15,13,0,0,13,0
13-10-2001 04:55:09,175,15,13,0,0,13,0
13-10-2001 04:55:43,176,15,13,0,0,13,0
13-10-2001 04:55:55,177,15,13,0,0,13,0
13-10-2001 04:56:30,178,15,13,0,0,13,0
13-10-2001 04:56:48,179,15,13,0,0,13,0
14-10-2001 08:44:41,180,15,13,0,0,13,0
15-10-2001 11:28:08,181,15,13,0,0,13,0
17-10-2001 02:37:41,182,15,13,0,0,13,0
18-10-2001 06:27:36,183,15,13,0,0,13,0
19-10-2001 06:43:51,184,15,13,0,0,13,0
19-10-2001 06:44:08,185,15,13,0,0,13,0
19-10-2001 12:35:11,186,15,13,0,0,13,0
19-10-2001 12:36:39,187,15,13,0,0,13,0
21-01-2002 12:14:43,188,15,13,0,0,13,0
22-01-2002 01:24:26,189,15,13,0,0,13,0
28-05-2002 05:30:24,190,15,13,0,0,13,0
28-05-2002 05:46:37,191,15,13,0,0,13,0
28-05-2002 11:10:31,192,15,13,0,0,13,0
29-05-2002 02:06:42,193,15,13,0,0,13,0
04-11-2002 06:38:20,194,15,13,0,0,13,0
04-11-2002 09:18:41,195,15,13,0,0,13,0
04-11-2002 11:28:44,196,15,13,0,0,13,0
04-11-2002 01:31:04,197,15,13,0,0,13,0
04-11-2002 01:32:56,198,15,13,0,0,13,0
04-11-2002 02:39:32,199,15,13,0,0,13,0
06-11-2002 06:35:15,200,15,13,0,0,13,0
30-05-2003 11:13:31,201,15,13,0,0,13,0
04-06-2003 06:56:32,202,15,13,0,0,13,0
05-06-2003 12:06:00,203,15,13,0,0,13,0
05-06-2003 12:12:16,204,15,13,0,0,13,0
06-06-2003 12:14:05,205,15,13,0,0,13,0
10-06-2003 07:51:08,206,15,13,0,0,13,0
11-06-2003 01:07:39,207,15,13,0,0,13,0
12-06-2003 06:28:48,208,15,13,0,0,13,0
12-06-2003 12:31:58,209,15,13,0,0,13,0
13-06-2003 09:05:45,210,15,13,0,0,13,0
13-06-2003 09:54:34,211,15,13,0,0,13,0
16-06-2003 06:43:44,212,15,13,0,0,13,0
16-06-2003 12:29:06,213,15,13,0,0,13,0
17-06-2003 11:17:45,214,15,13,0,0,13,0
18-06-2003 11:28:41,215,15,13,0,0,13,0
18-06-2003 12:21:54,216,15,13,0,0,13,0
19-06-2003 10:51:03,217,15,13,0,0,13,0
20-06-2003 11:43:19,218,14,13,0,0,13,0
26-06-2003 10:19:28,219,14,13,0,0,13,0
26-06-2003 10:40:37,220,14,13,0,0,13,0
26-06-2003 10:56:14,221,14,13,0,0,13,0
26-06-2003 10:57:32,222,14,13,0,0,13,0
27-06-2003 08:18:50,223,14,13,0,0,13,0
27-06-2003 10:00:25,224,14,13,0,0,13,0
09-07-2003 08:32:40,225,14,13,0,0,13,0
15-07-2003 05:06:24,226,14,13,0,0,13,0
15-07-2003 05:24:53,227,14,13,0,0,13,0
17-07-2003 03:57:06,228,14,13,0,0,13,0
23-07-2003 07:51:26,229,15,13,0,0,13,0
23-07-2003 10:03:16,230,15,13,0,0,13,0
23-07-2003 12:20:49,231,15,13,0,0,13,0
