def(USE_WMS_LYR),msDrawWMSLayer,parameter,Function,3
True,height,additon,Variable,3
True,map,additon,Variable,3
True,msCreateLegendIcon,additon,Function,3
True,width,additon,Variable,3
True,msDrawLegendIconGD,additon,Function,3
