"Sistema","um","dois","tres","quatro","cinco","seis","sete","oito","nove","dez","onze"
"vim",0,0.161944444444444,0.286638888888889,0.426472222222222,0.657194444444445,1.00861111111111,1.96369444444445,5.60019444444444,22.5258333333333,140.287361111111,140.287361111111
"PaceMaker",0.683888888888889,147.099777777778,239.412666666667,340.769333333333,430.860055555556,586.715555555556,741.446388888889,1301.63991666667,1741.53255555556,2728.65530555556,3745.83597222222
"LibXML",0,1.20044444444444,87.3649444444444,172.141388888889,256.624583333333,338.018888888889,534.265972222223,692.60025,1185.73461111111,2728.65530555556,3844.22220833333
"Lighttpd",5.39194444444444,175.413888888889,344.381972222222,448.509166666667,538.197583333333,1014.46194444444,1868.81680555556,2909.59372222222,4195.07611111111,4742.46355555556,7085.83555555556
"Collected",0,0.121666666666667,2.095,30.805,105.59,249.175,438.743333333333,669.918333333333,1114.22,2062.76333333333,3345.2
"Syslog",0.650277777777778,23.6609444444444,122.805305555556,191.074,268.344583333333,543.481111111111,983.453277777778,1225.74233333333,1455.50791666667,2112.57772222222,2974.92916666667
"ccache",0.211111111111111,13.1344444444444,122.157777777778,326.871666666667,557.296527777778,914.5,1257.96041666667,2016.20027777778,3131.29097222222,8070.96905555555,8070.96905555555
"Gzip",49.4686111111111,117.215777777778,523.698777777778,1098.52002777778,1841.67952777778,5264.08888888889,9816.37016666667,17338.7611666667,21254.5361666667,21563.6951666667,21615.2216666667
"libnfc",101.765833333333,126.179777777778,235.66875,345.639611111111,525.701083333333,1146.29361111111,1723.50861111111,3343.61366666667,3814.29838888889,4170.02255555556,7672.26333333333
"Libssh",286.293055555556,376.958388888889,570.411583333333,816.636111111111,1208.71544444444,1459.35972222222,1640.83411111111,2036.52255555556,3043.51277777778,4256.73011111111,5925.77738888888
"librskafka",0,0.341222222222222,7.38102777777778,73.4452222222222,255.922611111111,1026.74722222222,1140.99119444444,2050.55611111111,3624.53613888889,5841.06905555556,7227.98244444444
"Mosquitto",26.9563888888889,143.202444444444,697.852472222222,819.235722222222,1037.00397222222,1271.4625,1515.23513888889,2116.51166666667,2530.30433333333,3413.01160555555,4512.02138888889
"MPSolve",16.0766666666667,16.0766666666667,62.1002777777778,108.123888888889,417.832222222222,727.540555555556,2856.52944444445,4985.51833333333,15145.7838888889,25306.0494444444,25306.0494444444
"OpenVPN",0.0322222222222222,42.4695833333333,118.382027777778,202.059777777778,410.379666666667,727.83625,1168.90066666667,1582.88888888889,2318.51433333333,4001.86319444445,4416.77555555556
"Ossec",0.00666666666666667,89.39475,336.186166666667,435.374388888889,694.639166666667,1015.54875,1815.20075,2664.15744444444,3447.48105555556,6369.03016666667,8834.43148611111
"PianoBar",45.7533333333333,387.120555555556,723.303333333333,1163.58805555556,1786.16061111111,1817.37972222222,2176.79872222222,2790.48466666667,4569.76127777778,7633.19024444444,9780.96344444444
"SilverSearch",0.410833333333333,41.3080555555556,126.999722222222,206.187777777778,443.337416666667,740.718333333333,952.093805555555,1239.36594444444,1878.49961111111,3535.31702777778,3535.31702777778
"GNUPlot",141.530277777778,934.001055555556,2338.24202777778,3298.31694444445,3646.63141666667,4052.6025,4514.53394444444,4870.85455555556,6503.24922222223,20982.9833333333,20982.9833333333
"OpenSC",123.181666666667,203.218083333333,299.308972222222,388.280305555556,412.762166666667,504.002083333333,1103.70808333333,1782.14805555556,6383.972,10109.5470972222,10109.5470972222
"dia",0.701666666666667,65.2936111111111,131.819333333333,169.872777777778,240.822611111111,389.527777777778,839.491777777778,1656.24522222222,2572.83627777778,5102.96716666667,5851.73166666667
"uwsgi",0.701666666666667,65.2936111111111,131.819333333333,169.872777777778,240.822611111111,389.527777777778,839.491777777778,1656.24522222222,2572.83627777778,5102.96716666667,5851.73166666667
"mapserver",0.00111111111111111,0.540277777777778,143.580972222222,168.408333333333,185.575972222222,305.020277777778,490.563611111111,864.259166666667,1655.14930555556,3365.20255555555,3365.20255555555
"Hexchat",77.3941666666667,227.345138888889,327.065333333333,836.139944444445,1208.02691666667,1516.72125,2929.26325,3707.89066666667,4624.26575,10558.7739722222,11031.2138888889
"totem",0,7.42166666666667,114.481583333333,189.493,282.705916666667,358.338333333333,478.384666666667,666.069944444444,912.127555555556,1411.87583333333,1840.98955555555
"Curl",0.804722222222222,113.530222222222,192.744166666667,336.034111111111,619.043333333334,970.123888888889,1209.60511111111,1351.55488888889,1507.91580555556,1758.95088888889,2634.34277777778
"Sylpheed",1.175,203.218083333333,139.593083333333,213.131944444444,484.991472222222,753.143472222222,968.660388888889,1298.32408333333,1829.09561111111,3162.78197222222,3518.62190277778
