!def(HAVE_OPENSSL),
def(HAVE_OPENSSL),
def(DEBUG),
def(HAVE_READLINE),
def(notdef),
def(VERSION),
def(notused),
def(USE_PKCS15_INIT),
True,
!def(VERSION),
!def(_WIN32),
def(_WIN32),
def(HAVE_SETUTENT),
def(ATR_SUPPORT),
def(RANDOM_POOL),
!def(USE_PKCS15_INIT),
