def(HAVE_SETUTENT),
def(ATR_SUPPORT),
def(DEBUG),
!def(VERSION),
def(HAVE_READLINE),
def(USE_PKCS15_INIT),
def(notdef),
!def(HAVE_OPENSSL),
def(VERSION),
def(notused),
def(HAVE_OPENSSL),
!def(_WIN32),
def(RANDOM_POOL),
True,
def(_WIN32),
!def(USE_PKCS15_INIT),
