def(HAVE_SETUTENT),
!def(_WIN32),
def(HAVE_READLINE),
def(_WIN32),
def(notdef),
!def(USE_PKCS15_INIT),
def(RANDOM_POOL),
def(ATR_SUPPORT),
def(VERSION),
!def(HAVE_OPENSSL),
def(HAVE_OPENSSL),
def(USE_PKCS15_INIT),
def(DEBUG),
True,
!def(VERSION),
