!def(HAVE_OPENSSL),
def(RANDOM_POOL),
def(HAVE_OPENSSL),
True,
def(notdef),
def(notused),
def(DEBUG),
def(HAVE_READLINE),
def(VERSION),
!def(_WIN32),
def(USE_PKCS15_INIT),
def(_WIN32),
def(ATR_SUPPORT),
def(HAVE_SETUTENT),
!def(USE_PKCS15_INIT),
!def(VERSION),
