def(HAVE_SETUTENT),
def(DEBUG),
def(notdef),
def(_WIN32),
def(VERSION),
def(RANDOM_POOL),
!def(_WIN32),
def(HAVE_OPENSSL),
def(USE_PKCS15_INIT),
!def(VERSION),
def(ATR_SUPPORT),
True,
def(HAVE_READLINE),
!def(HAVE_OPENSSL),
!def(USE_PKCS15_INIT),
