def(HAVE_SETUTENT),
def(VERSION),
def(RANDOM_POOL),
def(notdef),
def(notused),
def(HAVE_OPENSSL),
def(_WIN32),
!def(_WIN32),
def(ATR_SUPPORT),
def(DEBUG),
!def(HAVE_OPENSSL),
!def(USE_PKCS15_INIT),
def(USE_PKCS15_INIT),
def(HAVE_READLINE),
True,
!def(VERSION),
