def(HAVE_SETUTENT),
!def(VERSION),
def(ATR_SUPPORT),
def(HAVE_READLINE),
def(notdef),
def(DEBUG),
True,
def(VERSION),
def(RANDOM_POOL),
def(HAVE_OPENSSL),
