!def(HAVE_OPENSSL),
!def(VERSION),
def(HAVE_OPENSSL),
def(notused),
!def(USE_PKCS15_INIT),
def(RANDOM_POOL),
True,
!def(_WIN32),
def(DEBUG),
def(HAVE_SETUTENT),
def(VERSION),
def(USE_PKCS15_INIT),
def(ATR_SUPPORT),
def(_WIN32),
def(notdef),
def(HAVE_READLINE),
