def(HAVE_SETUTENT),
def(notdef),
def(DEBUG),
True,
def(HAVE_READLINE),
def(ATR_SUPPORT),
!def(HAVE_OPENSSL),
def(RANDOM_POOL),
!def(VERSION),
def(HAVE_OPENSSL),
def(VERSION),
