!def(HAVE_OPENSSL),
!def(USE_PKCS15_INIT),
!def(_WIN32),
True,
def(ATR_SUPPORT),
def(DEBUG),
def(HAVE_OPENSSL),
!def(VERSION),
def(_WIN32),
def(USE_PKCS15_INIT),
def(VERSION),
def(notdef),
def(HAVE_READLINE),
def(RANDOM_POOL),
def(notused),
def(HAVE_SETUTENT),
