!def(HAVE_OPENSSL),
def(HAVE_READLINE),
!def(_WIN32),
def(_WIN32),
def(VERSION),
def(RANDOM_POOL),
def(DEBUG),
def(notdef),
def(HAVE_OPENSSL),
!def(VERSION),
True,
def(USE_PKCS15_INIT),
!def(USE_PKCS15_INIT),
def(ATR_SUPPORT),
def(HAVE_SETUTENT),
