def(HAVE_SETUTENT),
def(DEBUG),
def(USE_PKCS15_INIT),
!def(USE_PKCS15_INIT),
def(VERSION),
True,
def(notused),
def(_WIN32),
def(notdef),
def(ATR_SUPPORT),
!def(_WIN32),
def(HAVE_READLINE),
!def(VERSION),
def(RANDOM_POOL),
def(HAVE_OPENSSL),
def(HAVE_DLFCN_H),
!def(HAVE_OPENSSL),
!def(HAVE_DLFCN_H),
