def(HAVE_SETUTENT),
True,
!def(VERSION),
def(VERSION),
def(HAVE_READLINE),
def(DEBUG),
def(RANDOM_POOL),
!def(HAVE_OPENSSL),
def(notdef),
def(ATR_SUPPORT),
