def(notdef),
def(HAVE_DLFCN_H),
def(_WIN32),
def(ATR_SUPPORT),
def(notused),
!def(VERSION),
def(HAVE_SETUTENT),
True,
def(HAVE_READLINE),
!def(HAVE_DLFCN_H),
def(HAVE_OPENSSL),
def(DEBUG),
def(RANDOM_POOL),
def(VERSION),
!def(USE_PKCS15_INIT),
def(USE_PKCS15_INIT),
!def(_WIN32),
!def(HAVE_OPENSSL),
