def(HAVE_SETUTENT),
!def(HAVE_OPENSSL),
def(notdef),
def(ATR_SUPPORT),
def(RANDOM_POOL),
!def(USE_PKCS15_INIT),
def(_WIN32),
def(VERSION),
!def(VERSION),
!def(_WIN32),
def(HAVE_OPENSSL),
True,
def(DEBUG),
def(notused),
def(USE_PKCS15_INIT),
def(HAVE_READLINE),
