def(HAVE_SETUTENT),
def(ATR_SUPPORT),
def(_WIN32),
!def(VERSION),
True,
def(notdef),
!def(HAVE_OPENSSL),
def(HAVE_READLINE),
def(VERSION),
def(HAVE_OPENSSL),
!def(USE_PKCS15_INIT),
def(USE_PKCS15_INIT),
def(DEBUG),
!def(_WIN32),
def(RANDOM_POOL),
