def(HAVE_SETUTENT),
def(RANDOM_POOL),
!def(HAVE_OPENSSL),
!def(VERSION),
def(HAVE_OPENSSL),
def(notdef),
def(ATR_SUPPORT),
def(VERSION),
def(DEBUG),
True,
def(HAVE_READLINE),
