def(HAVE_SETUTENT),
def(RANDOM_POOL),
True,
def(VERSION),
def(HAVE_READLINE),
def(_WIN32),
!def(HAVE_OPENSSL),
def(notdef),
def(DEBUG),
!def(_WIN32),
def(HAVE_OPENSSL),
def(ATR_SUPPORT),
!def(VERSION),
def(notused),
def(USE_PKCS15_INIT),
!def(USE_PKCS15_INIT),
