!def(HAVE_OPENSSL),
!def(VERSION),
def(HAVE_READLINE),
def(RANDOM_POOL),
def(VERSION),
def(ATR_SUPPORT),
True,
!def(USE_PKCS15_INIT),
def(HAVE_SETUTENT),
def(DEBUG),
def(USE_PKCS15_INIT),
!def(_WIN32),
def(HAVE_OPENSSL),
def(notdef),
def(_WIN32),
