def(HAVE_SETUTENT),
def(_WIN32),
def(VERSION),
!def(USE_PKCS15_INIT),
def(notdef),
!def(HAVE_OPENSSL),
!def(VERSION),
def(HAVE_OPENSSL),
!def(_WIN32),
def(USE_PKCS15_INIT),
def(RANDOM_POOL),
def(notused),
True,
def(DEBUG),
def(ATR_SUPPORT),
def(HAVE_READLINE),
