def(HAVE_SETUTENT),
!def(_WIN32),
def(DEBUG),
def(_WIN32),
def(notdef),
!def(HAVE_OPENSSL),
True,
def(ATR_SUPPORT),
def(HAVE_READLINE),
def(HAVE_OPENSSL),
def(RANDOM_POOL),
def(USE_PKCS15_INIT),
def(VERSION),
!def(VERSION),
!def(USE_PKCS15_INIT),
