!def(_WIN32),
!def(USE_PKCS15_INIT),
!def(VERSION),
def(USE_PKCS15_INIT),
def(DEBUG),
def(HAVE_OPENSSL),
True,
def(HAVE_DLFCN_H),
!def(HAVE_DLFCN_H),
def(HAVE_READLINE),
def(VERSION),
!def(HAVE_OPENSSL),
def(_WIN32),
def(HAVE_SETUTENT),
def(ATR_SUPPORT),
def(notused),
def(RANDOM_POOL),
def(notdef),
