!def(HAVE_OPENSSL),
def(VERSION),
def(RANDOM_POOL),
True,
def(notdef),
!def(VERSION),
def(HAVE_OPENSSL),
def(HAVE_SETUTENT),
def(ATR_SUPPORT),
def(DEBUG),
!def(USE_PKCS15_INIT),
!def(_WIN32),
def(_WIN32),
def(HAVE_READLINE),
def(USE_PKCS15_INIT),
