def(HAVE_SETUTENT),
def(HAVE_OPENSSL),
!def(VERSION),
def(ATR_SUPPORT),
def(RANDOM_POOL),
!def(_WIN32),
def(HAVE_READLINE),
def(_WIN32),
!def(HAVE_OPENSSL),
!def(USE_PKCS15_INIT),
def(USE_PKCS15_INIT),
def(notdef),
def(DEBUG),
True,
def(VERSION),
