def(HAVE_SETUTENT),
def(HAVE_OPENSSL),
def(notdef),
def(ATR_SUPPORT),
def(HAVE_READLINE),
def(USE_PKCS15_INIT),
def(RANDOM_POOL),
True,
!def(_WIN32),
def(notused),
!def(USE_PKCS15_INIT),
def(DEBUG),
def(VERSION),
def(_WIN32),
!def(HAVE_OPENSSL),
!def(VERSION),
