def(HAVE_SETUTENT),
def(HAVE_OPENSSL),
!def(HAVE_OPENSSL),
def(VERSION),
def(HAVE_READLINE),
!def(USE_PKCS15_INIT),
def(DEBUG),
def(USE_PKCS15_INIT),
def(_WIN32),
def(ATR_SUPPORT),
True,
def(notdef),
!def(VERSION),
def(RANDOM_POOL),
!def(_WIN32),
