def(HAVE_SETUTENT),
!def(HAVE_OPENSSL),
True,
def(ATR_SUPPORT),
def(RANDOM_POOL),
def(DEBUG),
!def(VERSION),
!def(_WIN32),
def(_WIN32),
def(HAVE_READLINE),
def(USE_PKCS15_INIT),
def(HAVE_OPENSSL),
def(notdef),
def(VERSION),
!def(USE_PKCS15_INIT),
