def(HAVE_SETUTENT),
def(HAVE_OPENSSL),
def(HAVE_READLINE),
def(notdef),
!def(VERSION),
def(ATR_SUPPORT),
!def(HAVE_OPENSSL),
def(VERSION),
def(RANDOM_POOL),
True,
def(DEBUG),
