def(HAVE_SETUTENT),
!def(USE_PKCS15_INIT),
def(RANDOM_POOL),
True,
def(HAVE_OPENSSL),
def(HAVE_READLINE),
def(ATR_SUPPORT),
def(USE_PKCS15_INIT),
def(_WIN32),
def(VERSION),
!def(VERSION),
!def(HAVE_OPENSSL),
def(notdef),
!def(_WIN32),
def(DEBUG),
