def(HAVE_SETUTENT),
def(HAVE_OPENSSL),
!def(HAVE_OPENSSL),
def(RANDOM_POOL),
def(HAVE_READLINE),
def(notdef),
def(VERSION),
def(ATR_SUPPORT),
!def(VERSION),
def(DEBUG),
True,
