def(HAVE_SETUTENT),
def(VERSION),
def(DEBUG),
True,
def(notdef),
def(HAVE_READLINE),
!def(VERSION),
def(ATR_SUPPORT),
!def(HAVE_OPENSSL),
def(RANDOM_POOL),
def(HAVE_OPENSSL),
