def(HAVE_SETUTENT),
!def(_WIN32),
def(_WIN32),
def(notdef),
def(DEBUG),
!def(VERSION),
def(ATR_SUPPORT),
def(HAVE_OPENSSL),
def(USE_PKCS15_INIT),
def(VERSION),
!def(HAVE_OPENSSL),
def(RANDOM_POOL),
def(HAVE_READLINE),
!def(USE_PKCS15_INIT),
True,
