def(HAVE_SETUTENT),
def(HAVE_OPENSSL),
def(HAVE_READLINE),
def(VERSION),
def(ATR_SUPPORT),
!def(VERSION),
def(RANDOM_POOL),
True,
def(_WIN32),
!def(_WIN32),
def(DEBUG),
def(USE_PKCS15_INIT),
!def(HAVE_OPENSSL),
def(notdef),
!def(USE_PKCS15_INIT),
