def(HAVE_SETUTENT),
!def(USE_PKCS15_INIT),
def(notdef),
def(notused),
!def(HAVE_OPENSSL),
def(VERSION),
def(HAVE_READLINE),
def(HAVE_OPENSSL),
def(RANDOM_POOL),
True,
!def(VERSION),
def(_WIN32),
def(USE_PKCS15_INIT),
!def(_WIN32),
def(ATR_SUPPORT),
def(DEBUG),
