def(HAVE_SETUTENT),
def(RANDOM_POOL),
def(ATR_SUPPORT),
def(notused),
def(DEBUG),
def(HAVE_READLINE),
def(USE_PKCS15_INIT),
def(HAVE_OPENSSL),
!def(USE_PKCS15_INIT),
def(notdef),
True,
def(_WIN32),
def(VERSION),
!def(HAVE_OPENSSL),
!def(VERSION),
!def(_WIN32),
