def(HAVE_SETUTENT),
def(VERSION),
def(USE_PKCS15_INIT),
def(notdef),
def(ATR_SUPPORT),
True,
def(RANDOM_POOL),
!def(USE_PKCS15_INIT),
!def(VERSION),
def(HAVE_OPENSSL),
def(HAVE_READLINE),
def(DEBUG),
!def(HAVE_OPENSSL),
