def(HAVE_SETUTENT),
!def(VERSION),
!def(_WIN32),
!def(USE_PKCS15_INIT),
def(VERSION),
def(HAVE_OPENSSL),
def(DEBUG),
!def(HAVE_OPENSSL),
True,
def(notdef),
def(_WIN32),
def(USE_PKCS15_INIT),
def(HAVE_READLINE),
def(RANDOM_POOL),
def(ATR_SUPPORT),
