!def(HAVE_OPENSSL),
def(HAVE_SETUTENT),
def(notdef),
def(RANDOM_POOL),
def(HAVE_OPENSSL),
def(_WIN32),
def(USE_PKCS15_INIT),
def(HAVE_READLINE),
def(ATR_SUPPORT),
True,
def(DEBUG),
!def(_WIN32),
!def(VERSION),
def(VERSION),
!def(USE_PKCS15_INIT),
