def(HAVE_SETUTENT),
True,
def(notdef),
def(ATR_SUPPORT),
def(VERSION),
def(USE_PKCS15_INIT),
!def(_WIN32),
def(_WIN32),
def(HAVE_READLINE),
def(DEBUG),
def(RANDOM_POOL),
!def(VERSION),
def(HAVE_OPENSSL),
!def(USE_PKCS15_INIT),
!def(HAVE_OPENSSL),
