def(HAVE_SETUTENT),
def(RANDOM_POOL),
def(VERSION),
def(ATR_SUPPORT),
!def(HAVE_OPENSSL),
def(HAVE_READLINE),
True,
def(DEBUG),
!def(VERSION),
!def(_WIN32),
def(USE_PKCS15_INIT),
def(notdef),
def(_WIN32),
!def(USE_PKCS15_INIT),
def(HAVE_OPENSSL),
