!def(HAVE_OPENSSL),
def(HAVE_SETUTENT),
!def(VERSION),
True,
def(notdef),
def(DEBUG),
def(RANDOM_POOL),
def(VERSION),
def(HAVE_READLINE),
def(ATR_SUPPORT),
