!def(VERSION),
def(VERSION),
def(RANDOM_POOL),
!def(HAVE_DLFCN_H),
def(USE_PKCS15_INIT),
def(HAVE_SETUTENT),
def(ATR_SUPPORT),
def(HAVE_OPENSSL),
def(notused),
!def(HAVE_OPENSSL),
def(HAVE_READLINE),
def(_WIN32),
def(notdef),
!def(_WIN32),
def(HAVE_DLFCN_H),
def(DEBUG),
True,
!def(USE_PKCS15_INIT),
