def(HAVE_SETUTENT),
!def(HAVE_OPENSSL),
def(VERSION),
!def(_WIN32),
!def(VERSION),
def(USE_PKCS15_INIT),
True,
!def(USE_PKCS15_INIT),
def(_WIN32),
def(notused),
def(notdef),
def(DEBUG),
def(ATR_SUPPORT),
def(HAVE_OPENSSL),
def(HAVE_READLINE),
def(RANDOM_POOL),
