def(HAVE_SETUTENT),
def(VERSION),
def(DEBUG),
def(ATR_SUPPORT),
!def(VERSION),
def(HAVE_OPENSSL),
def(RANDOM_POOL),
True,
def(notdef),
!def(HAVE_OPENSSL),
def(HAVE_READLINE),
