def(HAVE_SETUTENT),
def(HAVE_READLINE),
def(VERSION),
!def(USE_PKCS15_INIT),
def(RANDOM_POOL),
def(HAVE_OPENSSL),
def(_WIN32),
def(DEBUG),
!def(VERSION),
def(USE_PKCS15_INIT),
!def(_WIN32),
!def(HAVE_OPENSSL),
def(ATR_SUPPORT),
def(notdef),
True,
