!def(HAVE_OPENSSL),
!def(HAVE_DLFCN_H),
def(VERSION),
def(_WIN32),
def(RANDOM_POOL),
def(HAVE_READLINE),
!def(VERSION),
def(USE_PKCS15_INIT),
def(HAVE_OPENSSL),
!def(_WIN32),
def(DEBUG),
def(HAVE_DLFCN_H),
def(HAVE_SETUTENT),
def(notused),
def(notdef),
!def(USE_PKCS15_INIT),
def(ATR_SUPPORT),
True,
