def(HAVE_SETUTENT),
def(DEBUG),
def(HAVE_READLINE),
!def(VERSION),
def(USE_PKCS15_INIT),
def(HAVE_OPENSSL),
True,
def(RANDOM_POOL),
def(notdef),
!def(USE_PKCS15_INIT),
!def(HAVE_OPENSSL),
def(ATR_SUPPORT),
def(VERSION),
