def(HAVE_SETUTENT),
def(USE_PKCS15_INIT),
def(notdef),
def(HAVE_READLINE),
!def(_WIN32),
def(VERSION),
def(RANDOM_POOL),
def(DEBUG),
!def(HAVE_OPENSSL),
!def(USE_PKCS15_INIT),
True,
def(notused),
def(_WIN32),
def(HAVE_OPENSSL),
def(ATR_SUPPORT),
!def(VERSION),
