!def(HAVE_OPENSSL),
def(HAVE_OPENSSL),
def(_WIN32),
!def(_WIN32),
True,
def(DEBUG),
def(VERSION),
!def(USE_PKCS15_INIT),
def(notdef),
def(USE_PKCS15_INIT),
def(ATR_SUPPORT),
def(RANDOM_POOL),
!def(VERSION),
def(HAVE_READLINE),
def(HAVE_SETUTENT),
