def(HAVE_SETUTENT),
True,
def(HAVE_OPENSSL),
!def(HAVE_OPENSSL),
!def(VERSION),
def(VERSION),
def(RANDOM_POOL),
def(ATR_SUPPORT),
def(DEBUG),
def(HAVE_READLINE),
def(notdef),
