def(HAVE_SETUTENT),
def(HAVE_OPENSSL),
!def(VERSION),
!def(_WIN32),
def(ATR_SUPPORT),
def(RANDOM_POOL),
True,
def(USE_PKCS15_INIT),
def(_WIN32),
!def(HAVE_OPENSSL),
def(DEBUG),
def(notdef),
def(VERSION),
def(HAVE_READLINE),
!def(USE_PKCS15_INIT),
