def(ENABLE_REMEMBER_INFO),
def(__linux__),
!def(HAVE_GTK_ONLY),
def(HAVE_GTK_ONLY),
!def(XShmGetEventBase),
!def(HAVE_X86),
def(HAVE_XTEST),
def(HAVE_X86),
def(THUMB_DEBUG),
True,
!def(USE_STABLE_LIBGNOMEUI),
