!def(USE_STABLE_LIBGNOMEUI),
def(__linux__),
!def(HAVE_GTK_ONLY),
def(HAVE_X86),
!def(XShmGetEventBase),
!def(HAVE_X86),
def(ENABLE_REMEMBER_INFO),
def(HAVE_XTEST),
def(THUMB_DEBUG),
True,
