def(HAVE_X86),
!def(HAVE_XTEST),
True,
def(THUMB_DEBUG),
!def(HAVE_X86),
def(ENABLE_REMEMBER_INFO),
!def(USE_STABLE_LIBGNOMEUI),
def(HAVE_XTEST),
!def(XShmGetEventBase),
