!def(USE_STABLE_LIBGNOMEUI),
!def(XShmGetEventBase),
def(__linux__),
!def(HAVE_GTK_ONLY),
def(HAVE_GTK_ONLY),
def(HAVE_X86),
!def(HAVE_X86),
def(HAVE_XTEST),
True,
def(THUMB_DEBUG),
def(ENABLE_REMEMBER_INFO),
