def(THUMB_DEBUG),
!def(HAVE_GTK_ONLY),
def(ENABLE_REMEMBER_INFO),
True,
def(HAVE_XTEST),
!def(USE_STABLE_LIBGNOMEUI),
def(__linux__),
!def(XShmGetEventBase),
!def(HAVE_X86),
def(HAVE_X86),
def(HAVE_GTK_ONLY),
