def(HAVE_XTEST),
def(ENABLE_REMEMBER_INFO),
!def(HAVE_X86),
!def(HAVE_XTEST),
def(THUMB_DEBUG),
True,
def(HAVE_X86),
!def(XShmGetEventBase),
!def(USE_STABLE_LIBGNOMEUI),
